service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
MemoryDB	memorydb	DescribeEvents	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeEvents.html		
MemoryDB	memorydb	DescribeParameterGroups	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeParameterGroups.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	DescribeParameters	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeParameters.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	DescribeReservedNodes	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeReservedNodes.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	DescribeReservedNodesOfferings	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeReservedNodesOfferings.html		
MemoryDB	memorydb	DescribeServiceUpdates	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeServiceUpdates.html		
MemoryDB	memorydb	DescribeSnapshots	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeSnapshots.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	DescribeSubnetGroups	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeSubnetGroups.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	DescribeUsers	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_DescribeUsers.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	FailoverShard	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_FailoverShard.html	aws:ResourceTag/${TagKey}	ec2:CreateNetworkInterface, ec2:DeleteNetworkInterface, ec2:DescribeNetworkInterfaces, ec2:DescribeSubnets, ec2:DescribeVpcs
MemoryDB	memorydb	ListAllowedNodeTypeUpdates	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_ListAllowedNodeTypeUpdates.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	ListTags	Read		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_ListTags.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	PurchaseReservedNodesOffering	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_PurchaseReservedNodesOffering.html	aws:ResourceTag/${TagKey}, aws:RequestTag/${TagKey}, aws:TagKeys	memorydb:TagResource
MemoryDB	memorydb	ResetParameterGroup	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_ResetParameterGroup.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	TagResource	Tagging		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	UntagResource	Tagging		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_UntagResource.html	aws:TagKeys, aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	UpdateAcl	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_UpdateAcl.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	UpdateCluster	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_UpdateCluster.html	aws:ResourceTag/${TagKey}	ec2:CreateNetworkInterface, ec2:DeleteNetworkInterface, ec2:DescribeNetworkInterfaces, ec2:DescribeSubnets, ec2:DescribeVpcs
MemoryDB	memorydb	UpdateParameterGroup	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_UpdateParameterGroup.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	UpdateSubnetGroup	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_UpdateSubnetGroup.html	aws:ResourceTag/${TagKey}	
MemoryDB	memorydb	UpdateUser	Write		https://docs.aws.amazon.com/memorydb/latest/APIReference/API_UpdateUser.html	aws:ResourceTag/${TagKey}	
Message Delivery Service	ec2messages	AcknowledgeMessage	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html		
Message Delivery Service	ec2messages	DeleteMessage	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html		
Message Delivery Service	ec2messages	FailMessage	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html		
Message Delivery Service	ec2messages	GetEndpoint	Read		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html		
Message Delivery Service	ec2messages	GetMessages	Read		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html	ssm:SourceInstanceARN, ec2:SourceInstanceARN	
Message Delivery Service	ec2messages	SendReply	Write		https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html	ssm:SourceInstanceARN, ec2:SourceInstanceARN	
Microservice Extractor for .NET	serviceextract	GetConfig [permission only]	Read		https://docs.aws.amazon.com/microservice-extractor/latest/userguide/what-is-microservice-extractor.html		
Migration Acceleration Program Credits	mapcredits	ListAssociatedPrograms [permission only]	List		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Migration Acceleration Program Credits	mapcredits	ListQuarterCredits [permission only]	List		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Migration Acceleration Program Credits	mapcredits	ListQuarterSpend [permission only]	List		https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html		
Migration Hub	mgh	AssociateCreatedArtifact	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_AssociateCreatedArtifact.html		
Migration Hub	mgh	AssociateDiscoveredResource	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_AssociateDiscoveredResource.html		
Migration Hub	mgh	CreateHomeRegionControl	Write		https://docs.aws.amazon.com/migrationhub-home-region/latest/APIReference/API_CreateHomeRegionControl.html		
Migration Hub	mgh	CreateProgressUpdateStream	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_CreateProgressUpdateStream.html		
Migration Hub	mgh	DeleteHomeRegionControl	Write		https://docs.aws.amazon.com/migrationhub-home-region/latest/APIReference/API_DeleteHomeRegionControl.html		
Migration Hub	mgh	DeleteProgressUpdateStream	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_DeleteProgressUpdateStream.html		
Migration Hub	mgh	DescribeApplicationState	Read		https://docs.aws.amazon.com/migrationhub/latest/ug/API_DescribeApplicationState.html		
Migration Hub	mgh	DescribeHomeRegionControls	List		https://docs.aws.amazon.com/migrationhub-home-region/latest/APIReference/API_DescribeHomeRegionControls.html		
Migration Hub	mgh	DescribeMigrationTask	Read		https://docs.aws.amazon.com/migrationhub/latest/ug/API_DescribeMigrationTask.html		
Migration Hub	mgh	DisassociateCreatedArtifact	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_DisassociateCreatedArtifact.html		
Migration Hub	mgh	DisassociateDiscoveredResource	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_DisassociateDiscoveredResource.html		
Migration Hub	mgh	GetHomeRegion	Read		https://docs.aws.amazon.com/migrationhub-home-region/latest/APIReference/API_GetHomeRegion.html		
Migration Hub	mgh	ImportMigrationTask	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_ImportMigrationTask.html		
Migration Hub	mgh	ListApplicationStates	List		https://docs.aws.amazon.com/migrationhub/latest/ug/API_ListApplicationStates.html		
Migration Hub	mgh	ListCreatedArtifacts	List		https://docs.aws.amazon.com/migrationhub/latest/ug/API_ListCreatedArtifacts.html		
Migration Hub	mgh	ListDiscoveredResources	List		https://docs.aws.amazon.com/migrationhub/latest/ug/API_ListDiscoveredResources.html		
Migration Hub	mgh	ListMigrationTasks	List		https://docs.aws.amazon.com/migrationhub/latest/ug/API_ListMigrationTasks.html		
Migration Hub	mgh	ListProgressUpdateStreams	List		https://docs.aws.amazon.com/migrationhub/latest/ug/API_ListProgressUpdateStreams.html		
Migration Hub	mgh	NotifyApplicationState	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_NotifyApplicationState.html		
Migration Hub	mgh	NotifyMigrationTaskState	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_NotifyMigrationTaskState.html		
Migration Hub	mgh	PutResourceAttributes	Write		https://docs.aws.amazon.com/migrationhub/latest/ug/API_PutResourceAttributes.html		
Migration Hub Orchestrator	migrationhub-orchestrator	CreateWorkflow	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_CreateWorkflow.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Migration Hub Orchestrator	migrationhub-orchestrator	CreateWorkflowStep	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_CreateWorkflowStep.html		
Migration Hub Orchestrator	migrationhub-orchestrator	CreateWorkflowStepGroup	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_CreateWorkflowStepGroup.html		
Migration Hub Orchestrator	migrationhub-orchestrator	DeleteWorkflow	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_DeleteWorkflow.html		
Migration Hub Orchestrator	migrationhub-orchestrator	DeleteWorkflowStep	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_DeleteWorkflowStep.html		
Migration Hub Orchestrator	migrationhub-orchestrator	DeleteWorkflowStepGroup	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_DeleteWorkflowStepGroup.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetMessage	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetMessage.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetTemplate	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetTemplate.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetTemplateStep	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetTemplateStep.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetTemplateStepGroup	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetTemplateStepGroup.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetWorkflow	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetWorkflow.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetWorkflowStep	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetWorkflowStep.html		
Migration Hub Orchestrator	migrationhub-orchestrator	GetWorkflowStepGroup	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_GetWorkflowStepGroup.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListPlugins	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListPlugins.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListTagsForResource	Read		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListTagsForResource.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListTemplateStepGroups	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListTemplateStepGroups.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListTemplateSteps	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListServers.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListTemplates	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListTemplates.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListWorkflowStepGroups	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListWorkflowStepGroups.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListWorkflowSteps	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListAntiPatterns.html		
Migration Hub Orchestrator	migrationhub-orchestrator	ListWorkflows	List		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_ListWorkflows.html		
Migration Hub Orchestrator	migrationhub-orchestrator	RegisterPlugin	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_RegisterPlugin.html		
Migration Hub Orchestrator	migrationhub-orchestrator	RetryWorkflowStep	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_RetryWorkflowStep.html		
Migration Hub Orchestrator	migrationhub-orchestrator	SendMessage	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_SendMessage.html		
Migration Hub Orchestrator	migrationhub-orchestrator	StartWorkflow	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_StartWorkflow.html		
Migration Hub Orchestrator	migrationhub-orchestrator	StopWorkflow	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_StopWorkflow.html		
Migration Hub Orchestrator	migrationhub-orchestrator	TagResource	Tagging		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Migration Hub Orchestrator	migrationhub-orchestrator	UntagResource	Tagging		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_UntagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Migration Hub Orchestrator	migrationhub-orchestrator	UpdateWorkflow	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_UpdateWorkflow.html		
Migration Hub Orchestrator	migrationhub-orchestrator	UpdateWorkflowStep	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_UpdateWorkflowStep.html		
Migration Hub Orchestrator	migrationhub-orchestrator	UpdateWorkflowStepGroup	Write		https://docs.aws.amazon.com/migrationhub-orchestrator/latest/APIReference/API_UpdateWorkflowStepGroup.html		
Migration Hub Refactor Spaces	refactor-spaces	CreateApplication	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_CreateApplication.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:CreatedByAccountIds, aws:RequestTag/${TagKey}, aws:TagKeys	
Migration Hub Refactor Spaces	refactor-spaces	CreateEnvironment	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_CreateEnvironment.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Migration Hub Refactor Spaces	refactor-spaces	CreateRoute	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_CreateRoute.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:RouteCreatedByAccount, refactor-spaces:CreatedByAccountIds, refactor-spaces:SourcePath, aws:RequestTag/${TagKey}, aws:TagKeys	
Migration Hub Refactor Spaces	refactor-spaces	CreateService	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_CreateService.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:CreatedByAccountIds, aws:RequestTag/${TagKey}, aws:TagKeys	
Migration Hub Refactor Spaces	refactor-spaces	DeleteApplication	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_DeleteApplication.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:CreatedByAccountIds, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	DeleteEnvironment	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_DeleteEnvironment.html	aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	DeleteResourcePolicy	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_DeleteResourcePolicy.html		
Migration Hub Refactor Spaces	refactor-spaces	DeleteRoute	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_DeleteRoute.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:RouteCreatedByAccount, refactor-spaces:CreatedByAccountIds, refactor-spaces:SourcePath, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	DeleteService	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_DeleteService.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:CreatedByAccountIds, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	GetApplication	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_GetApplication.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:CreatedByAccountIds, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	GetEnvironment	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_GetEnvironment.html	aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	GetResourcePolicy	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_GetResourcePolicy.html		
Migration Hub Refactor Spaces	refactor-spaces	GetRoute	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_GetRoute.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:RouteCreatedByAccount, refactor-spaces:CreatedByAccountIds, refactor-spaces:SourcePath, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	GetService	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_GetService.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:CreatedByAccountIds, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	ListApplications	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_ListApplications.html		
Migration Hub Refactor Spaces	refactor-spaces	ListEnvironmentVpcs	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_ListEnvironmentVpcs.html		
Migration Hub Refactor Spaces	refactor-spaces	ListEnvironments	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_ListEnvironments.html		
Migration Hub Refactor Spaces	refactor-spaces	ListRoutes	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_ListRoutes.html		
Migration Hub Refactor Spaces	refactor-spaces	ListServices	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_ListServices.html		
Migration Hub Refactor Spaces	refactor-spaces	ListTagsForResource	Read		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_ListTagsForResource.html		
Migration Hub Refactor Spaces	refactor-spaces	PutResourcePolicy	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_PutResourcePolicy.html		
Migration Hub Refactor Spaces	refactor-spaces	TagResource	Tagging		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_TagResource.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:RouteCreatedByAccount, refactor-spaces:CreatedByAccountIds, refactor-spaces:SourcePath, aws:TagKeys, aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	UntagResource	Tagging		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_UntagResource.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:RouteCreatedByAccount, refactor-spaces:CreatedByAccountIds, refactor-spaces:SourcePath, aws:TagKeys, aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}	
Migration Hub Refactor Spaces	refactor-spaces	UpdateRoute	Write		https://docs.aws.amazon.com/migrationhub-refactor-spaces/latest/APIReference/API_UpdateRoute.html	refactor-spaces:ApplicationCreatedByAccount, refactor-spaces:ServiceCreatedByAccount, refactor-spaces:RouteCreatedByAccount, refactor-spaces:CreatedByAccountIds, refactor-spaces:SourcePath, aws:ResourceTag/${TagKey}	
Migration Hub Strategy Recommendations	migrationhub-strategy	GetAntiPattern	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetAntiPattern.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetApplicationComponentDetails	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetApplicationComponentDetails.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetApplicationComponentStrategies	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetApplicationComponentStrategies.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetAssessment	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetAssessment.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetImportFileTask	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetImportFileTask.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetLatestAssessmentId	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetLatestAssessmentId.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetMessage	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetMessage.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetPortfolioPreferences	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetPortfolioPreferences.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetPortfolioSummary	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetPortfolioSummary.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetRecommendationReportDetails	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetRecommendationReportDetails.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetServerDetails	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetServerDetails.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	GetServerStrategies	Read		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_GetServerStrategies.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListAnalyzableServers	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListAnalyzableServers.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListAntiPatterns	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListAntiPatterns.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListApplicationComponents	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListApplicationComponents.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListCollectors	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListCollectors.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListImportFileTask	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListImportFileTask.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListJarArtifacts	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListJarArtifacts.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	ListServers	List		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_ListServers.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	PutPortfolioPreferences	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_PutPortfolioPreferences.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	RegisterCollector	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_RegisterCollector.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	SendMessage	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_SendMessage.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	StartAssessment	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_StartAssessment.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	StartImportFileTask	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_StartImportFileTask.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	StartRecommendationReportGeneration	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_StartRecommendationReportGeneration.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	StopAssessment	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_StopAssessment.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	UpdateApplicationComponentConfig	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_UpdateApplicationComponentConfig.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	UpdateCollectorConfiguration	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_UpdateCollectorConfiguration.html		
Migration Hub Strategy Recommendations	migrationhub-strategy	UpdateServerConfig	Write		https://docs.aws.amazon.com/migrationhub-strategy/latest/APIReference/API_UpdateServerConfig.html		
Mobile Analytics	mobileanalytics	GetFinancialReports	Read				
Mobile Analytics	mobileanalytics	GetReports	Read				
Mobile Analytics	mobileanalytics	PutEvents	Write		https://docs.aws.amazon.com/mobileanalytics/latest/ug/PutEvents.html		
Monitron	monitron	AssociateProjectAdminUser [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/user-management-chapter.html		sso-directory:DescribeUsers, sso:AssociateProfile, sso:GetManagedApplicationInstance, sso:GetProfile, sso:ListDirectoryAssociations, sso:ListProfileAssociations, sso:ListProfiles
Monitron	monitron	CreateProject [permission only]	Write		https://docs.aws.amazon.com/Monitron/latest/user-guide/mp-creating-project.html	aws:RequestTag/${TagKey}, aws:TagKeys	iam:CreateServiceLinkedRole, kms:CreateGrant, sso:CreateManagedApplicationInstance, sso:DeleteManagedApplicationInstance, sso:DescribeRegisteredRegions
Monitron	monitron	CreateProjectUserAssociation [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/adding-user.html		sso-directory:DescribeUsers, sso:AssociateProfile, sso:GetManagedApplicationInstance, sso:GetProfile, sso:ListDirectoryAssociations, sso:ListProfileAssociations, sso:ListProfiles
Monitron	monitron	CreateUserAccessRoleAssociation [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/adding-user.html		sso-directory:DescribeUsers, sso:GetManagedApplicationInstance, sso:GetProfile, sso:ListDirectoryAssociations, sso:ListProfileAssociations, sso:ListProfiles
Monitron	monitron	DeleteProject [permission only]	Write		https://docs.aws.amazon.com/Monitron/latest/user-guide/mp-delete-project.html		sso:DeleteManagedApplicationInstance
Monitron	monitron	DeleteProjectUserAssociation [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/deleting-user.html		sso-directory:DescribeUsers, sso:DisassociateProfile, sso:GetManagedApplicationInstance, sso:GetProfile, sso:ListDirectoryAssociations, sso:ListProfiles
Monitron	monitron	DeleteUserAccessRoleAssociation [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/deleting-user.html		
Monitron	monitron	DisassociateProjectAdminUser [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/mu-remove-project-admin.html		sso-directory:DescribeUsers, sso:DisassociateProfile, sso:GetManagedApplicationInstance, sso:GetProfile, sso:ListDirectoryAssociations, sso:ListProfiles
Monitron	monitron	GetProject [permission only]	Read		https://docs.aws.amazon.com/Monitron/latest/user-guide/mp-project-tasks.html		
