service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
Textract	textract	CreateAdapter	Write		https://docs.aws.amazon.com/textract/latest/dg/API_CreateAdapter.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Textract	textract	CreateAdapterVersion	Write		https://docs.aws.amazon.com/textract/latest/dg/API_CreateAdapterVersion.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Textract	textract	DeleteAdapter	Write		https://docs.aws.amazon.com/textract/latest/dg/API_DeleteAdapter.html		
Textract	textract	DeleteAdapterVersion	Write		https://docs.aws.amazon.com/textract/latest/dg/API_DeleteAdapterVersion.html		
Textract	textract	DetectDocumentText	Read		https://docs.aws.amazon.com/textract/latest/dg/API_DetectDocumentText.html		s3:GetObject
Textract	textract	GetAdapter	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetAdapter.html		
Textract	textract	GetAdapterVersion	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetAdapterVersion.html		
Textract	textract	GetDocumentAnalysis	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetDocumentAnalysis.html		
Textract	textract	GetDocumentTextDetection	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetDocumentTextDetection.html		
Textract	textract	GetExpenseAnalysis	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetExpenseAnalysis.html		
Textract	textract	GetLendingAnalysis	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetLendingAnalysis.html		
Textract	textract	GetLendingAnalysisSummary	Read		https://docs.aws.amazon.com/textract/latest/dg/API_GetLendingAnalysisSummary.html		
Textract	textract	ListAdapterVersions	Read		https://docs.aws.amazon.com/textract/latest/dg/API_ListAdapterVersions.html		
Textract	textract	ListAdapters	Read		https://docs.aws.amazon.com/textract/latest/dg/API_ListAdapters.html		
Textract	textract	ListTagsForResource	Read		https://docs.aws.amazon.com/textract/latest/dg/API_ListTagsForResource.html		
Textract	textract	StartDocumentAnalysis	Write		https://docs.aws.amazon.com/textract/latest/dg/API_StartDocumentAnalysis.html		s3:GetObject
Textract	textract	StartDocumentTextDetection	Write		https://docs.aws.amazon.com/textract/latest/dg/API_StartDocumentTextDetection.html		s3:GetObject
Textract	textract	StartExpenseAnalysis	Write		https://docs.aws.amazon.com/textract/latest/dg/API_StartExpenseAnalysis.html		s3:GetObject
Textract	textract	StartLendingAnalysis	Write		https://docs.aws.amazon.com/textract/latest/dg/API_StartLendingAnalysis.html		s3:GetObject
Textract	textract	TagResource	Tagging		https://docs.aws.amazon.com/textract/latest/dg/API_TagResource.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Textract	textract	UntagResource	Tagging		https://docs.aws.amazon.com/textract/latest/dg/API_UntagResource.html	aws:TagKeys	
Textract	textract	UpdateAdapter	Write		https://docs.aws.amazon.com/textract/latest/dg/API_UpdateAdapter.html		
Timestream	timestream	CancelQuery	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_query_CancelQuery.html		timestream:DescribeEndpoints
Timestream	timestream	CreateBatchLoadTask	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_CreateBatchLoadTask.html		timestream:DescribeEndpoints, timestream:WriteRecords
Timestream	timestream	CreateDatabase	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_CreateDatabase.html	aws:RequestTag/${TagKey}, aws:TagKeys	timestream:DescribeEndpoints
Timestream	timestream	CreateScheduledQuery	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_CreateScheduledQuery.html	aws:RequestTag/${TagKey}, aws:TagKeys	iam:PassRole, timestream:DescribeEndpoints
Timestream	timestream	CreateTable	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_CreateTable.html	aws:RequestTag/${TagKey}, aws:TagKeys	timestream:DescribeEndpoints
Timestream	timestream	DeleteDatabase	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DeleteDatabase.html		timestream:DescribeEndpoints
Timestream	timestream	DeleteScheduledQuery	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DeleteScheduledQuery.html		timestream:DescribeEndpoints
Timestream	timestream	DeleteTable	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DeleteTable.html		timestream:DescribeEndpoints
Timestream	timestream	DescribeBatchLoadTask	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DescribeBatchLoadTask.html		timestream:DescribeEndpoints
Timestream	timestream	DescribeDatabase	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DescribeDatabase.html		timestream:DescribeEndpoints
Timestream	timestream	DescribeEndpoints	List		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DescribeEndpoints.html		
Timestream	timestream	DescribeScheduledQuery	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DescribeScheduledQuery.html		timestream:DescribeEndpoints
Timestream	timestream	DescribeTable	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_DescribeTable.html		timestream:DescribeEndpoints
Timestream	timestream	ExecuteScheduledQuery	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ExecuteScheduledQuery.html		timestream:DescribeEndpoints
Timestream	timestream	GetAwsBackupStatus	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/backups.html		timestream:DescribeEndpoints
Timestream	timestream	GetAwsRestoreStatus	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/backups.html		timestream:DescribeEndpoints
Timestream	timestream	ListBatchLoadTasks	List		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ListBatchLoadTasks.html		timestream:DescribeEndpoints
Timestream	timestream	ListDatabases	List		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ListDatabases.html		timestream:DescribeEndpoints
Timestream	timestream	ListMeasures	List		https://docs.aws.amazon.com/timestream/latest/developerguide/API_query_Query.html		timestream:DescribeEndpoints
Timestream	timestream	ListScheduledQueries	List		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ListScheduledQueries.html		timestream:DescribeEndpoints
Timestream	timestream	ListTables	List		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ListTables.html		timestream:DescribeEndpoints
Timestream	timestream	ListTagsForResource	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ListTagsForResource.html		timestream:DescribeEndpoints
Timestream	timestream	PrepareQuery	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_query_PrepareQuery.html		timestream:DescribeEndpoints, timestream:Select
Timestream	timestream	ResumeBatchLoadTask	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_ResumeBatchLoadTask.html		timestream:DescribeEndpoints, timestream:WriteRecords
Timestream	timestream	Select	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_query_Query.html		timestream:DescribeEndpoints
Timestream	timestream	SelectValues	Read		https://docs.aws.amazon.com/timestream/latest/developerguide/API_query_Query.html		timestream:DescribeEndpoints
Timestream	timestream	StartAwsBackupJob	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/backups.html		timestream:DescribeEndpoints
Timestream	timestream	StartAwsRestoreJob	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/backups.html		timestream:DescribeEndpoints
Timestream	timestream	TagResource	Tagging		https://docs.aws.amazon.com/timestream/latest/developerguide/API_TagResource.html	aws:RequestTag/${TagKey}, aws:TagKeys	timestream:DescribeEndpoints
Timestream	timestream	Unload	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_query_Query.html		s3:AbortMultipartUpload, s3:GetObject, s3:PutObject, timestream:DescribeEndpoints, timestream:Select
Timestream	timestream	UntagResource	Tagging		https://docs.aws.amazon.com/timestream/latest/developerguide/API_UntagResource.html	aws:TagKeys	timestream:DescribeEndpoints
Timestream	timestream	UpdateDatabase	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_UpdateDatabase.html		timestream:DescribeEndpoints
Timestream	timestream	UpdateScheduledQuery	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_UpdateScheduledQuery.html		timestream:DescribeEndpoints
Timestream	timestream	UpdateTable	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_UpdateTable.html		timestream:DescribeEndpoints
Timestream	timestream	WriteRecords	Write		https://docs.aws.amazon.com/timestream/latest/developerguide/API_WriteRecords.html		timestream:DescribeEndpoints
Tiros	tiros	CreateQuery [permission only]	Write		https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html		
Tiros	tiros	ExtendQuery [permission only]	Write		https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html		
Tiros	tiros	GetQueryAnswer [permission only]	Read		https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html		
Tiros	tiros	GetQueryExplanation [permission only]	Read		https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html		
Tiros	tiros	GetQueryExtensionAccounts [permission only]	Read		https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html		
Transcribe	transcribe	CreateCallAnalyticsCategory	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_CreateCallAnalyticsCategory.html		
Transcribe	transcribe	CreateLanguageModel	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_CreateLanguageModel.html	aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject, s3:ListBucket
Transcribe	transcribe	CreateMedicalVocabulary	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_CreateMedicalVocabulary.html	aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject
Transcribe	transcribe	CreateVocabulary	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_CreateVocabulary.html	aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject
Transcribe	transcribe	CreateVocabularyFilter	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_CreateVocabularyFilter.html	aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject
Transcribe	transcribe	DeleteCallAnalyticsCategory	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteCallAnalyticsCategory.html		
Transcribe	transcribe	DeleteCallAnalyticsJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteCallAnalyticsJob.html		
Transcribe	transcribe	DeleteLanguageModel	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteLanguageModel.html		
Transcribe	transcribe	DeleteMedicalScribeJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteMedicalScribeJob.html		
Transcribe	transcribe	DeleteMedicalTranscriptionJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteMedicalTranscriptionJob.html		
Transcribe	transcribe	DeleteMedicalVocabulary	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteMedicalVocabulary.html		
Transcribe	transcribe	DeleteTranscriptionJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteTranscriptionJob.html		
Transcribe	transcribe	DeleteVocabulary	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteVocabulary.html		
Transcribe	transcribe	DeleteVocabularyFilter	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_DeleteVocabularyFilter.html		
Transcribe	transcribe	DescribeLanguageModel	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_DescribeLanguageModel.html		
Transcribe	transcribe	GetCallAnalyticsCategory	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetCallAnalyticsCategory.html		
Transcribe	transcribe	GetCallAnalyticsJob	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetCallAnalyticsJob.html		
Transcribe	transcribe	GetMedicalScribeJob	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetMedicalScribeJob.html		
Transcribe	transcribe	GetMedicalTranscriptionJob	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetMedicalTranscriptionJob.html		
Transcribe	transcribe	GetMedicalVocabulary	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetMedicalVocabulary.html		
Transcribe	transcribe	GetTranscriptionJob	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetTranscriptionJob.html		
Transcribe	transcribe	GetVocabulary	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetVocabulary.html		
Transcribe	transcribe	GetVocabularyFilter	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_GetVocabularyFilter.html		
Transcribe	transcribe	ListCallAnalyticsCategories	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListCallAnalyticsCategories.html		
Transcribe	transcribe	ListCallAnalyticsJobs	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListCallAnalyticsJobs.html		
Transcribe	transcribe	ListLanguageModels	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListLanguageModels.html		
Transcribe	transcribe	ListMedicalScribeJobs	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListMedicalScribeJobs.html		
Transcribe	transcribe	ListMedicalTranscriptionJobs	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListMedicalTranscriptionJobs.html		
Transcribe	transcribe	ListMedicalVocabularies	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListMedicalVocabularies.html		
Transcribe	transcribe	ListTagsForResource	Read		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListTagsForResource.html		
Transcribe	transcribe	ListTranscriptionJobs	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListTranscriptionJobs.html		
Transcribe	transcribe	ListVocabularies	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListVocabularies.html		
Transcribe	transcribe	ListVocabularyFilters	List		https://docs.aws.amazon.com/transcribe/latest/dg/API_ListVocabularyFilters.html		
Transcribe	transcribe	StartCallAnalyticsJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_StartCallAnalyticsJob.html	transcribe:OutputEncryptionKMSKeyId, transcribe:OutputLocation	s3:GetObject
Transcribe	transcribe	StartCallAnalyticsStreamTranscription	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_streaming_StartCallAnalyticsStreamTranscription.html		
Transcribe	transcribe	StartCallAnalyticsStreamTranscriptionWebSocket	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_streaming_StartCallAnalyticsStreamTranscriptionWebSocket.html		
Transcribe	transcribe	StartMedicalScribeJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_StartMedicalScribeJob.html	transcribe:OutputBucketName, transcribe:OutputEncryptionKMSKeyId, aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject
Transcribe	transcribe	StartMedicalStreamTranscription	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_streaming_StartMedicalStreamTranscription.html		
Transcribe	transcribe	StartMedicalStreamTranscriptionWebSocket	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_streaming_StartMedicalStreamTranscriptionWebSocket.html		
Transcribe	transcribe	StartMedicalTranscriptionJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_StartMedicalTranscriptionJob.html	transcribe:OutputBucketName, transcribe:OutputEncryptionKMSKeyId, transcribe:OutputKey, aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject
Transcribe	transcribe	StartStreamTranscription	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_streaming_StartStreamTranscription.html		
Transcribe	transcribe	StartStreamTranscriptionWebSocket	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_streaming_StartStreamTranscriptionWebSocket.html		
Transcribe	transcribe	StartTranscriptionJob	Write		https://docs.aws.amazon.com/transcribe/latest/dg/API_StartTranscriptionJob.html	transcribe:OutputBucketName, transcribe:OutputEncryptionKMSKeyId, transcribe:OutputKey, aws:RequestTag/${TagKey}, aws:TagKeys	s3:GetObject
Transcribe	transcribe	TagResource	Tagging		https://docs.aws.amazon.com/transcribe/latest/dg/API_TagResource.html	aws:RequestTag/${TagKey}, aws:TagKeys	
